-2.78198	1.41191
-2.71715	1.47915
-2.68439	1.58
-2.65146	1.71447
-2.61887	1.7817
-2.55404	1.84894
-2.55352	1.94979
-2.52076	2.05064
-2.45576	2.15149
-2.42283	2.28596
-2.35782	2.38681
-2.32489	2.52128
-2.22764	2.62213
-2.16264	2.72298
-2.03332	2.79021
-1.90382	2.89106
-1.77467	2.92468
-1.64535	2.99191
-1.48395	3.02553
-1.38722	3.02553
-1.25824	3.02553
-1.12926	3.02553
-0.935788	3.02553
-0.742147	3.05915
-0.548506	3.09277
-0.290719	3.05915
-0.0972492	3.05915
0.0319019	3.09277
0.257616	3.09277
0.418841	3.09277
0.580065	3.09277
0.805779	3.09277
1.03149	3.09277
1.22496	3.09277
1.35394	3.09277
1.48292	3.09277
1.6119	3.09277
1.77313	3.09277
1.90211	3.09277
2.06333	3.09277
2.2568	3.09277
2.41802	3.09277
2.547	3.09277
2.67598	3.09277
2.80496	3.09277
2.86877	2.9583
2.83601	2.85745
2.83549	2.7566
2.83481	2.62213
2.86637	2.48766
2.86568	2.35319
2.86534	2.28596
2.80068	2.25234
2.6717	2.25234
2.51047	2.25234
2.34925	2.25234
2.22027	2.25234
2.05904	2.25234
1.96248	2.28596
1.76884	2.25234
1.63986	2.25234
1.51088	2.25234
1.51036	2.15149
1.50968	2.01702
1.47675	1.88255
1.47606	1.74809
1.47538	1.61362
1.47452	1.44553
1.47383	1.31106
1.44073	1.14298
1.4397	0.941277
1.43901	0.806809
1.40591	0.638723
1.40523	0.504255
1.40403	0.268936
1.37092	0.100851
1.37007	-0.067234
1.36972	-0.134468
1.36886	-0.302553
1.36801	-0.470638
1.36715	-0.638723
1.36595	-0.874043
1.39751	-1.00851
1.42889	-1.1766
1.55702	-1.34468
1.68531	-1.47915
1.81395	-1.54638
1.97517	-1.54638
2.13657	-1.51277
2.23365	-1.44553
2.36297	-1.3783
2.46039	-1.24383
2.52539	-1.14298
2.59057	-1.00851
2.65574	-0.874043
2.75248	-0.874043
2.78421	-0.974894
2.78335	-1.14298
2.75025	-1.31106
2.71715	-1.47915
2.65197	-1.61362
2.58697	-1.71447
2.55404	-1.84894
2.4892	-1.91617
2.4242	-2.01702
2.35919	-2.11787
2.26212	-2.18511
2.19728	-2.25234
2.13228	-2.35319
2.00313	-2.38681
1.87398	-2.42043
1.74465	-2.48766
1.58343	-2.48766
1.38979	-2.52128
1.26098	-2.48766
1.06768	-2.45404
0.906974	-2.35319
0.810925	-2.21872
0.682631	-2.08426
0.586926	-1.88255
0.523294	-1.71447
0.492078	-1.51277
0.492935	-1.34468
0.493964	-1.14298
0.49465	-1.00851
0.495851	-0.773191
0.496709	-0.605106
0.497223	-0.504255
0.497909	-0.369787
0.531012	-0.201702
0.531698	-0.067234
0.532727	0.134468
0.565658	0.268936
0.59876	0.437021
0.599618	0.605106
0.600647	0.806809
0.633578	0.941277
0.634779	1.1766
0.66771	1.31106
0.700983	1.51277
0.701841	1.68085
0.734772	1.81532
0.703385	1.9834
0.704242	2.15149
0.672512	2.25234
0.575777	2.25234
0.414553	2.25234
0.285573	2.25234
0.124349	2.25234
-0.165855	2.25234
-0.359325	2.25234
-0.488304	2.25234
-0.489162	2.08426
-0.490191	1.88255
-0.523294	1.71447
-0.524151	1.54638
-0.557425	1.34468
-0.558111	1.21021
-0.559483	0.941277
-0.592929	0.705957
-0.626374	0.470638
-0.627232	0.302553
-0.660677	0.067234
-0.661535	-0.100851
-0.727397	-0.369787
-0.728769	-0.638723
-0.762215	-0.874043
-0.827905	-1.10936
-0.86135	-1.34468
-0.894624	-1.54638
-0.960315	-1.7817
-0.993417	-1.94979
-1.09118	-2.15149
-1.25326	-2.31957
-1.3831	-2.48766
-1.5445	-2.52128
-1.86695	-2.52128
-2.06024	-2.48766
-2.22027	-2.25234
-2.2839	-2.08426
-2.37943	-1.84894
-2.28167	-1.64723
-2.18408	-1.47915
-2.0539	-1.24383
-1.92406	-1.07574
-1.76146	-0.806809
-1.63128	-0.571489
-1.5011	-0.33617
-1.40351	-0.168085
-1.3054	0.100851
-1.23971	0.33617
-1.20644	0.537872
-1.14058	0.806809
-1.1073	1.00851
-1.0411	1.34468
-1.00748	1.61362
-1.03887	1.7817
-1.03784	1.9834
-1.00439	2.21872
-1.16545	2.25234
-1.35892	2.25234
-1.55239	2.25234
-1.74603	2.21872
-1.87552	2.11787
-2.0695	2.01702
-2.1671	1.84894
-2.29676	1.71447
-2.42626	1.61362
-2.52385	1.44553
-2.58851	1.41191
-2.653	1.41191
-2.74974	1.41191
